***
Some things have gotten removed such as:
- tatsuro yamashita - ride on time, etc.
- some dreamcatcher b sides - some kind of licensincg rereleas of music, will have to add songs back to playlist

so I will also keep old version of playlist
***

986  Items In Playlist
DAHYUN MELODY PROJECT &quot;Monsters (Katie Sky)&quot; Cover by DAHYUN :  TWICE
유키카 YUKIKA - 오늘 밤 뭐해? What're you doing tonight? Official M/V :  GENIE MUSIC
유키카 YUKIKA - 오늘 밤 뭐해? What're you doing tonight? Official M/V :  GENIE MUSIC
サンセット・ロード :  高橋恵子 - Topic
Louis Armstrong - When It's Sleepy Time Down South :  Austin Casey
I Fall In Love Too Easily :  Chet Baker
Chet Baker / I'm Old Fashioned :  Melancholy Rose
이하이 (LeeHi) - 'ONLY' Official MV (ENG/CHN) :  AOMGOFFICIAL
Phum Viphurit - Lover Boy [Official Video] :  RatsRecords
이하이 (LeeHi) - [4 ONLY] Live Performance Day 1 (ENG) :  AOMGOFFICIAL
스텔라장 - 아름다워 (디깅클럽서울ver.) MV :  온스테이지ONSTAGE
유키카 YUKIKA - 13. 「좋아하고 있어요 Cherries Jubiles Acoustic New Ver.」 (Official Audio) :  ESTIMATE 유키카 YUKIKA
Ginger Root - &quot;Loneliness&quot; (Official Music Video) :  Ginger Root
유키카 YUKIKA - 05. 「Yesterday」 (Official Audio) :  ESTIMATE 유키카 YUKIKA
Avicii - Without You “Audio” ft. Sandro Cavazza :  Avicii
[MV] 유키카 (YUKIKA) - 향기 (Scent) / Official Music Video :  SEOUL MUSIC / 서울뮤직
Machi No Dorufin :  Kingo Hamada - Topic
[MV] 2020 월간 윤종신 8월호 - 생각 (Feat. Kingo Hamada) :  월간 윤종신
[MV] 2021 월간 윤종신 Repair 2월호 - 왠지 그럼 안될 것 같아 (With 미유 Miyu) :  월간 윤종신
유키카 YUKIKA - 06. 「발걸음 A Day For Love」 (Official Audio) :  ESTIMATE 유키카 YUKIKA
Meta Knight's Revenge - Fusion Big Band version ft. Button Masher GRAMMY WINNER 2022 :  The 8-Bit Big Band
Still Alive - Frank Sinatra Big Band Swing Version (The 8-Bit Big Band) :  The 8-Bit Big Band
Lonely Rolling Star - Big Band Jazz Version (The 8-Bit Big Band) :  The 8-Bit Big Band
유키카 YUKIKA - 02. 「I FEEL LOVE」 (Official Audio) :  ESTIMATE 유키카 YUKIKA
A Day in the Life of a Dog Food Company - The Office US :  The Office
Musical Youth - Pass The Dutchie :  Musical Youth
FKJ - Ylang Ylang :  Fkj
Ariana Grande - R.E.M. in the Live Lounge :  BBCRadio1VEVO
[adult swim festival] thundercat--- them changes (feat. Ariana Grande , DOMI &amp; JD Beck) :  on1yariana
Ariana Grande - Them Changes (Thundercat cover) in the Live Lounge :  BBCRadio1VEVO
Ariana Grande - pov (Official Live Performance) | Vevo :  Ariana Grande
TIME TRAVEL :  YUKIKA - Topic
Love in TV World :  YUKIKA - Topic
Drive :  KIM A REUM - Topic
Fly-day Chinatown :  泰葉 - Topic
[SM Classics] 서울시립교향악단 'Feel My Rhythm (Orchestra Ver.)' MV :  SMTOWN
RUNNING OUT OF TIME :  Tyler, The Creator
Midnight Cruisin' :  Kingo Hamada - Topic
Running Up That Hill (acapella) :  MayTree
죠지-오랜만에(디깅클럽서울ver.) MV :  온스테이지ONSTAGE
데이브레이크 - 넌 언제나 (디깅클럽서울ver.) MV :  온스테이지ONSTAGE
[최애 엔터테인먼트 선공개] 스트레이 키즈 아이엔의 마성의 보이스! ＜동백 아가씨＞ ♬ :  MBCentertainment
동백아가씨 :  Lee Mi Ja - Topic
DOMi &amp; JD BECK, Anderson .Paak - TAKE A CHANCE (Official) :  DOMi &amp; JD BECK
[온스테이지 디깅클럽서울2019] THEME01. 백예린 - 어느 새(Original Song by 장필순) :  온스테이지ONSTAGE
Curious (Back to You X DAYBREAK, YUKIKA) :  DAYBREAK - Topic
Tokyo Lights :  YUKIKA - Topic
Pink Sweat$, P1Harmony (피원하모니) - 'Gotta Get Back' MV :  FNCEnt
ENG｜음색으로 찢은 독보적인 존재✨ 이하이(LeeHi)의 〈ONLY〉♬ 아는 형님(Knowing bros) 298회 :  아는형님 Knowingbros
SAY SOMETHING :  TWICE
MOONLIGHT :  TWICE
just the two of us :  Jazz Music Korea
Tenderly - Jazz Music Korea :  Jazz Music Korea
TWICE &quot;Dance The Night Away&quot; M/V :  JYP Entertainment
AKMU - '낙하 (NAKKA) (with IU)' OFFICIAL VIDEO :  AKMU
AKMU - 'DINOSAUR' M/V :  AKMU
Aimer「残響散歌」MUSIC VIDEO（テレビアニメ「鬼滅の刃」遊郭編オープニングテーマ） :  Aimer Official YouTube Channel
Looney Tunes (acapella) :  MayTree
Super Smash Bros. Brawl (acapella) :  MayTree
TAKE A CHANCE :  DOMi &amp; JD BECK
🎤임재범 - 이 밤이 지나면 (𝘾𝙤𝙫𝙚𝙧 𝙗𝙮 김아름│𝙆𝙞𝙢 𝘼𝙧𝙚𝙪𝙢) 𝙎𝙖𝙭𝙤𝙥𝙝𝙤𝙣𝙚 𝙗𝙮 𝙅𝙖𝙮 𝙆𝙞𝙢 :  김아름 KIM A REUM
Ray Charles   Moonlight in Vermont :  laszlokrempels
[MV] Stella Jang(스텔라장) _ It's Beautiful(아름다워)(디깅클럽서울 Ver.) :  1theK (원더케이)
[MV] Cheers (with ELLE KOREA) Yoon Kye Sang, Mun Ka Young &amp; CODE KUNST, LEE CHAN HYUK, Colde, sogumm :  엘르 코리아_ELLE KOREA
술탄오브더디스코 - Shining Road (official M/V) :  Sultan Of The Disco
미노이X10CM, 서로 노래를 바꿔 부른다면? 폰서트, DOOL, Tea time 등 | [Acoustic LIVE] meenoi, 십센치 :  dingo freestyle
미노이가 대학 갈 때 부른 노래! 느낌 알지? 'Cheek to Cheek' 라이브 | meenoi's 'Cheek to Cheek' Live &amp; Interview :  엘르 코리아_ELLE KOREA
미노이의 의도적 귀여움! '못참아!(feat.로꼬)' 라이브 | meenoi's 'I can't wait' Live &amp; Interview :  엘르 코리아_ELLE KOREA
The Beatles - Hey Jude :  The Beatles
GRAY (그레이) - '없던 일로 해 (Eternal Sunshine) (Feat. meenoi)' Official Live :  AOMGOFFICIAL
[EN/JP] [#고등래퍼4/9회] 박현진 - PARADISE (Feat. meenoi) @ 세미파이널 | Mnet 210416 방송 :  Mnet TV
Song Sohee - Tomorrow | 송소희 - 내일 [Immortal Songs 2] :  KBS WORLD TV
meenoi (미노이) - [Tea time (Feat. 10CM)] Official M/V :  8BallTown
TEA FOR TWO (1957) by Nat King Cole - two different versions :  wilson mcphert
Orange Road (with YUKIKA) :  Bronze - Topic
로꼬 (Loco) - '이대로만 (Feat. 죠지)' Official Music Video [ENG/CHN] :  AOMGOFFICIAL
Loco - “Just Like This” Band LIVE Concert [it's LIVE] K-POP live music show :  it's Live
[4K] YUJU - “Evening (feat. BIG Naughty)” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
Moonlight Serenade :  In The Christmas Mood - The Glenn Miller Orchestra
Duke Ellington, &quot;Take the A Train&quot; :  morrisoncoursevids
Song So Hee(송소희) - Spring Day(봄날) (Immortal Songs 2) I KBS WORLD TV 201114 :  KBS WORLD TV
Laufey - Valentine (Acoustic) :  Laufey
Laufey - Valentine (Official Audio) :  Laufey
[fl▶️ylist] '竹内まりや(Takeuchi Mariya)- Plastic Love' cover by 하영 :  Official fromis_9
LAST WALTZ :  TWICE
fromis_9 (프로미스나인) 'DM' Performance Video :  Official fromis_9
fromis_9 (프로미스나인) 'Stay This Way' Performance Video :  Official fromis_9
マリオカート8 追加コンテンツ第2弾 ビッグブルーBGM :  Nintendo 公式チャンネル
マリオカート8 追加コンテンツ第2弾 リンリンメトロBGM :  Nintendo 公式チャンネル
fromis_9 'Feel Good (SECRET CODE)' M/V :  Official fromis_9
[4K] fromis_9 - “DM” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
In my room (Interlude) :  meenoi - Topic
[4K] fromis_9 - “Time of Our Life (by DAY6)” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
TWICE 'CRY FOR ME' Choreography - 2 :  TWICE
🌿가야금과 제일 잘어울리는 곡 '인연' 가야금 커버 Korea instrument Gayageum cover BY.YEJI :  YEJIgayageum_가야금예지
🐬여름에 듣는 필수곡 SUMMER - 히사이시조 가야금 커버 연주 듣기 Korea instrument Gayageum cover BY.YEJI :  YEJIgayageum_가야금예지
[MV] JANNABI(잔나비) _ for lovers who hesitate(주저하는 연인들을 위해) :  1theK (원더케이)
The Walters -- I Love You So :  The Walters
알고 싶지 않아 (REWIND) :  TWICE
[카트라이더] AKMU 어비스 테마송 Drift_MV :  크레이지레이싱 카트라이더
Always and Forever (from Always and Forever: An Evening of Songs at The Royal Albert Hall) :  Luther Vandross
TWICE Performs 'Talk That Talk’ | #MTVFreshOut :  MTV
Harry Styles - Boyfriends / THE FIRST TAKE :  THE FIRST TAKE
프로미스나인 (fromis_9) 'Airplane Mode' Special Video :  Official fromis_9
Laufey - Just Like Chet (Official Audio) :  Laufey
프로미스나인 (fromis_9)  '별의 밤' Special Video :  Official fromis_9
TWICE &quot;Talk that Talk&quot; Performance Video :  TWICE
Basics :  TWICE
Arturo Sandoval 'Here's That Rainy Day' | Live Studio Session :  KNKX Public Radio
프로미스나인 (fromis_9) 'flaylist' 'Official髭男dism - Pretender' cover by 하영 :  Official fromis_9
Gone :  TWICE
LEE HI - '한숨 (BREATHE)' M/V :  OfficialLEEHI
오석준 장필순 박정운 - 내일이 찾아오면 :  ejj207
송골매 = 어쩌다 마주친 그대 :  osinine
Day &amp; Night (feat. Jay Park) (낮 밤 (feat. 박재범)) :  이영지
Mayday (Feat. Joy) :  Crush
Laufey - Valentine (Live at Harpa Concert Hall in Reykjavik) :  Laufey
Caamp - The Otter (Official Lyric Video) :  Caamp
binki - Landline :  binki
Back Porch Sessions: CAAMP :  Garden &amp; Gun Magazine
[MV] 검정치마(The Black Skirts) - 'EVERYTHING' :  SEOUL MUSIC / 서울뮤직
Bill Evans &quot;Peace Piece&quot; :  William Repicci
Please never fall in love again (cover) :  LANDOKMAI
LANDOKMAI - Tsuki (พระจันทร์) [Official MV] :  Whattheduck
แก้มน้องนางนั้นเเดงกว่าใคร  - เขียนไขและวานิช  (Official) :  เขียนไข และวานิช
Flip Reset :  Kaskade
Peggy Gou - Starry Night (Official Music Video) :  Peggy Gou
หากจะเพียงขอ(Sincare) - PURPEECH [Official MV] :  PURPEECH Official
ภาพถ่ายวันวาน(1920) - PURPEECH [Official MV] :  PURPEECH Official
WWJ - จีบอยู่เผื่อไม่รู้ (How cute!) [Official Audio] :  WWJ
YEW - ลมที่ลา | Wind [Official Video] :  YEW
Thee Sacred Souls &quot;Will I See You Again?&quot; :  DaptoneRecords
Aitana - Con La Miel En Los Labios (Acústico / 2019) :  Aitana
Txrbo Ft. PEARWAH - น้ำลาย (Lie) (Prod. By NINO &amp; Txrbo) [Official MV] :  High Cloud Entertainment
On The Sunny Side Of The Street :  Dizzy Gillespie - Topic
Dreamcatcher(드림캐쳐) 'VISION' MV :  Dreamcatcher official
summertime :  cinnamon' room
love never felt so good Michael Jackson cover :  Sung Lee
Jacob Collier - How Deep Is Your Love (Live in Fort Lauderdale) :  Jacob Collier
ポルカドットスティングレイ「テレキャスター･ストライプ」MV :  POLKADOT STINGRAY
[Exclusive Stage] Lauv X MINNIE ((G)-IDLE) - All 4 Nothing l @JTBC K-909 221015 :  걸스 온 파이어 X KPOP JAMM
Star (별) :  Official fromis_9
Alice in Wonderland :  Chet Baker
Alice in Wonderland OST - 01 - Main Title (Alice in Wondlerland) :  disneysoundtrack89
Thee Sacred Souls - Can I Call You Rose :  DaptoneRecords
조유리 (JO YURI) | 'Loveable’ MV :  조유리 JO YURI
조유리 (JO YURI) - 'Blank' LIVE Clip [#OUTNOW 조유리]ㅣ네이버 NOW. :  네이버 NOW.
Favorite Part :  조유리 JO YURI
조유리(JO YURI) | '가을 상자(with 이석훈)' Official Music Clip :  조유리 JO YURI
Vagabond by CAAMP | Live Music recorded at The Campfire Sessions :  The Campfire Experience
meenoi (미노이) - 그만큼만 (faraway)ㅣOfficial M/V :  8BallTown
[온스테이지2.0] 이루리 - Dive :  온스테이지ONSTAGE
แก้มน้องนางนั้นเเดงกว่าใคร - เขียนไขและวานิช live Farmtival •ฟาร์มติวัล vol.1 ผลไม้หรรษา :  What i like - สิ่งที่กูชอบ
toe - グッドバイ / Goodbye :  toe
ALL THE THINGS YOU ARE   -   Tadataka Unno :  hotshiawase2
Could It Be I'm Falling in Love :  The Spinners - Topic
Numcha - Keep Cold (Official MV) :  Numcha
ภาพถ่ายวันวาน (1920) :  PURPEECH Official
Song Sohee(송소희) - Fox Rain(여우비) [Sketchbook / 2020.07.24] :  KBS WORLD TV
Up And :  Official fromis_9
NewJeans (뉴진스) 'Hype Boy' Official MV (MINJI ver.) :  HYBE LABELS
BLACKPINK - ‘Yeah Yeah Yeah’ (Official Audio) :  BLACKPINK
AJR - The DJ Is Crying For Help (Official Video) :  AJR
デモ演奏 【壬申の乱】 by 川口千里／菅沼孝三＆天地雅楽ドラムコンテストⅡ :  Senri Kawaguchi
Kimienoikusa :  八木海莉
임인건 - 바람이 부네요(Vocal. 박성연) :  Jehan Kim
山下達郎　「蒼氓（そうぼう）」・「踊ろよ、フィッシュ」Music Video :  Warner Music Japan
Toshiki Kadomatsu - Hatsu Koi :  Mixsensei
Chet Baker It Never Entered My Mind :  Vito Marciello
Yeju - Doesn't It All Sound Wonderful? :  yejuniverse
[Special Clip] IU(아이유)_Sleepless rainy night(잠 못 드는 밤 비는 내리고) :  1theK (원더케이)
Kenny Loggins - Playing with the Boys (Official Video - Top Gun) :  Kenny Loggins
Cory Wong | KNKX Studio Session :  KNKX Public Radio
YONLAPA - Let Me Go [Official MV] :  YONLAPA
Numcha - Dirty Shoes (Official MV) :  Numcha
Sun Rai - San Francisco Street :  Sun Rai
[MV] 마마무 (MAMAMOO) - ILLELLA (일낼라) :  MAMAMOO
Maxine Nightingale - Right Back Where We Started From :  chinita41
meenoi (미노이) - Cheek To Cheek | NOI MAS | Official LIVE :  8BallTown
PREP - &quot;Line By Line&quot; (Live) :  PREP
PREP - Cheapest Flight :  MORindie
PREP - &quot;Turn The Music Up&quot; (Live) :  PREP
PREP - &quot;Wouldn't Wanna Know&quot; (Official Audio) :  PREP
Years Don't Lie :  PREP
PREP - &quot;Rain&quot; (Official Audio) :  PREP
&quot;Gumshü&quot; // Cory Wong | Fender Signature Sessions :  Cory Wong
PREP - Don't Look Back feat. Shownu &amp; So!YoON! :  PREP
So!YoON! (황소윤) X Phum Viphurit ‘Wings’ Official MV :  새소년 SE SO NEON
츄(Chuu)&amp;죠지(George) - 'Dear My Winter' :  롯데백화점
八木海莉 『Ripe Aster』 :  八木海莉
Kairi Yagi &quot;Bokurano Eiya&quot; (Visualizer) :  八木海莉
恋の後味 :  Yufu Terashima 
Kairi Yagi Special Live Performance :  八木海莉
Shigeki ni yoru Karera :  八木海莉
Bokuranoeiya :  八木海莉
DADALILA :  八木海莉
八木海莉 『お茶でも飲んで』 :  八木海莉
[MV] 리오 (RIO) - Shibuya :  RIO
Among Us - Seek 🎵 Original song for Hide n Seek :  Innersloth
[MV] 문별 (Moon Byul) - PRESENT :  MAMAMOO
Geometry Dash (acapella) :  MayTree
Super Mario Kart Music - Koopa Beach :  supahmario1
Super Mario Kart Music - Rainbow Road :  supahmario1
Mario Kart 7 Music - Main Theme / Title Screen :  TherókMSM
マリオカート8 追加コンテンツ第1弾 ハイラルサーキットBGM :  Nintendo 公式チャンネル
mood indigo - Duke Ellington :  wilo65
SANA MELODY PROJECT &quot;Mood Indigo (CHEEZE)&quot; Cover by SANA :  TWICE
[fl▶ylist] '優里(Yuuri)- ベテルギウス(Betelgeuse)’ cover by 하영 :  Official fromis_9
&quot;Path of The Wind&quot; by Joe Hisaishi :  JakeGirnus
Yasuha - Flyday Chinatown :  Musical Collection
AKMU - '다리꼬지마' 10주년 기념 영상 :  AKMU
Cody・Lee(李) - 悶々 :  Cody・Lee(李) official
[YURI Playlist] Crush - 어떻게 지내 (Cover by. 조유리) :  조유리 JO YURI
Joe Hisaishi - The Wind Forest (from 'My Neighbor Totoro') :  Joe Hisaishi Official
[MV] 백예린(Yerin Baek) - 어느 새 (Suddenly / Digging Club Seoul Ver.) / Official Music Video :  SEOUL MUSIC / 서울뮤직
드림캐쳐(Dreamcatcher)의 “바람아(Wind Blows) Band Ver.” │드캐의 밴드버전 무대 보러 날아오실게요~🕊️  [it’s KPOP LIVE 잇츠라이브] :  it's Live
Dreamcatcher(드림캐쳐) 'Odd Eye' MV :  Dreamcatcher official
Dreamcatcher(드림캐쳐) 'BEcause' MV :  Dreamcatcher official
Dreamcatcher(드림캐쳐) '날아올라 (Fly high)' MV :  Happyface entertainment
Dreamcatcher(드림캐쳐) 'Odd Eye' Dance Video (MV ver.) :  Dreamcatcher official
Dreamcatcher(드림캐쳐) 'Scream' MV :  Dreamcatcher official
Dreamcatcher(드림캐쳐) 'BOCA' MV :  Dreamcatcher official
Dreamcatcher(드림캐쳐) 'MAISON' MV :  Dreamcatcher official
드림캐쳐(Dreamcatcher)의 “Odd Eye (Band Ver.)”│여기가 드캐 온라인 콘서트장인가요? 춤과 밴드의 완벽한 조합!  [it’s KPOP LIVE 잇츠라이브] :  it's Live
Kairi Yaigi &quot;Sukoyaka DE Itai&quot; :  八木海莉
[Special Clip] Dreamcatcher(드림캐쳐) 지유 '사건의 지평선' Cover :  Dreamcatcher official
[Special Clip] Dreamcatcher(드림캐쳐) 다미 'Beauty Full' :  Dreamcatcher official
투명한 음색과 발랄함이 돋보이는 조유리(JO YURI)의♬ 'GLASSY' | 비긴어게인 오픈마이크 :  Beginagain 비긴어게인
TWICE DAHYUN &quot;새벽 하늘을 달리다 (하은지/HA EUN JEE)“ Piano Cover - Video Editing by DAHYUN :  TWICE
Frankie Valli &amp; The Four Seasons - The Night (Official Audio) :  RHINO
Dreamcatcher(드림캐쳐) 'YOU AND I' MV :  Happyface entertainment
Elephant Gym on Audiotree Live (Full Session) :  Audiotree
Ray Charles - Georgia On My Mind (The Orginal Song From The Albom) :  tegavu1
Perry Como - Magic Moments (Audio) :  Perry Como
Kairi Yaigi &quot;Sukoyaka DE Itai&quot; (from First One-Man Live -20-) :  八木海莉
Polyphia - Playing God Guzheng Cover | Moyun Official #Polyphia :  墨韵 Moyun Official
Kairi Yaigi &quot;Saraba,Watashi no Hoshi&quot; :  八木海莉
녹아요 Ice Cream :  TWICE
You Wouldn't Know - Portal Big Band Jazz Version ft. Benny Benack III (The 8-Bit Big Band) :  The 8-Bit Big Band
Cody・Lee(李) - 世田谷代田(MusicVideo) :  Cody・Lee(李) official
giant steps is not music.. :  New Jazz Underground
Sure Sure - 123 (Official Audio) :  Sure Sure
Rewind :  Official fromis_9
Escape Room :  Official fromis_9
Cheese :  Official fromis_9
YOASOBI - Gunjo / THE FIRST TAKE :  THE FIRST TAKE
YOASOBI - 夜に駆ける [ベース] :  Davie504
YOASOBI - Yasashii Suisei  / THE FIRST TAKE :  THE FIRST TAKE
[MAD] Plastic Love - Mariya Takeuchi (Cover) | Millie Snow :  MadpuppetStudio
Millie Snow - อยู่คนเดียวด้วยกันไหม (Introvert) [Official MV] :  Double Mass
[MAD] Lover Boy - Phum Viphurit (Cover) |  Millie &amp; Cincin :  MadpuppetStudio
Penny &amp; The Quarters - You and Me :  Alen Toplišek
You and Me :  Penny and the Quarters - Topic
Elephant Gym - Shell (Small Pond Session) :  Small Pond
大象體操 Elephant Gym 敬啟者 Dear Humans - Bass &amp; Vocal Play Through :  大象體操Elephant Gym
春雨 Spring Rain :  大象體操Elephant Gym
落日飛車 Sunset Rollercoaster – My Jinji (Live from YuChen Studio) :  CINEMAPHONIC Live Sessions
椅子樂團 The Chairs - 樹屋 Tree House | CINEMAPHONIC SESSIONS :  CINEMAPHONIC Live Sessions
Black Pumas - Colors (Official Live Session) :  Black Pumas
大象體操 Elephant Gym【穿過夜晚 Go Through the Night】Official Music Video :  大象體操Elephant Gym
Wicked Man :  Martin Landström - Topic
鮎川麻弥 - 风が聴こえる朝 (HQ) :  Forget The Rock Be Pop
I played &quot;Spain&quot; with a percussion pro who just showed up at the park. Public Piano by Jacob Koller :  Jacob Koller Japan
I played &quot;Just the Two of Us&quot; with a pro trumpet player I met at the mall. :  Jacob Koller Japan
I played &quot;Just the Two of Us&quot; with a pro trumpet player I met at the mall. :  Jacob Koller Japan
You Always Hurt The One You Love - The Mills Brothers :  HerkulTuberkul
Dion &amp; The Belmonts : I Wonder Why :  Mark Dale
TWICE &quot;SET ME FREE&quot; M/V :  JYP Entertainment
panaginip :  iluna
Ditto :  NewJeans
The Way You Look Tonight (2008 Remastered) :  Frank Sinatra
I've Got Algorithm feat. Chad LB - The Generation Gap Jazz Orchestra :  Steven Feifke
Jimmy Fallon, The Roots &amp; The Super Mario Bros. Movie Cast Sing the Super Mario Bros. Theme Song :  The Tonight Show Starring Jimmy Fallon
[Special Clip] Dreamcatcher(드림캐쳐) 지유 'Cherry (Real Miracle)' :  Dreamcatcher official
어느 별 (Which a star) :  Dreamcatcher official
[Special Clip] Dreamcatcher(드림캐쳐) 가현 'Playground' :  Dreamcatcher official
[Special Clip] Dreamcatcher(드림캐쳐) 지유, 수아 '나로 바꾸자' Cover :  Dreamcatcher official
[Special Clip] Dreamcatcher(드림캐쳐) 한동 '下雨天'  Cover :  Dreamcatcher official
Come Home (feat. André 3000) :  Anderson Paak
Introvert (Japanese Version) - Millie Snow「Live Version」 :  Double Mass
อ๋อค่ะ - Millie Snow x Earth Patravee (Cover)  | @EarthPatraveeMusic :  Double Mass
Sunset (2019 Y.Nakamura Remastering) :  BLU-SWING - Topic
BLU-SWING / FLASH :  selectiverecords81
Cory Wong // &quot;Direct Flyte&quot; (feat. Victor Wooten) :  Cory Wong
Tokai :  Taeko Onuki - Topic
MELTY / KAWAGUCHI MASAYO(1982) :  BLAK SOLOMON
Jesus Molina live @ Müpa Budapest 2023 performing “Hope” :  Jesús Molina Music
미노이랑 단 둘이 노래방을 가면 생기는 일 | [미노이의 노이래방] 바램, 놓아줘, DOOL (with 오드마코) :  dingo freestyle
[MV] Brave Girls(브레이브걸스) _ We Ride(운전만해) :  1theK (원더케이)
Coleman Hawkins &amp; Ben Webster - It Never Entered My Mind :  Santoszzz
Jimin: Like Crazy | The Tonight Show Starring Jimmy Fallon :  The Tonight Show Starring Jimmy Fallon
The Mills Brothers  &quot;Till Then&quot; :  catman916
I'll Be Around :  The Mills Brothers - Topic
Smoke rings - The Mills Brothers :  RiulDoamnei
Swing - Best of The Big Bands (1/3) :  RPG Collection
The Legend of Ashitaka (Symphonic Suite &quot;Princess Mononoke&quot; / Live) :  Joe Hisaishi Official
Tron Legacy - Soundtrack OST - 01 Overture - Daft Punk :  Tron Legacy
Smoke Gets In Your Eyes - Coleman Hawkins :  Snotty Gigglebutt
Daft Punk - Fragments of Time (Official Audio) ft. Todd Edwards :  Daft Punk
Love Never Felt So Good :  Michael Jackson
The Look :  Metronomy
DAY6 &quot;Time of Our Life(한 페이지가 될 수 있게)&quot; M/V :  JYP Entertainment
Hush Hush :  Official fromis_9
Joe Hisaishi - Merry-Go-Round of Life (from “Howl’s Moving Castle”) :  Joe Hisaishi Official
The Legend of Ashitaka / Princess Mononoke (Shakuhachi / Piano Cover) :  KATSU
Mack the Knife by Louis Armstrong :  Bryan Galvez
When You're Smiling/The Sheik Of Araby (Remastered) :  Louis Prima - Topic
久石 譲 / Joe Hisaishi -- 風のとおり道 (HQ) :  tennenkokekko
Misty - The Hi-Lo's :  hardercorky
Bad Penny :  Rory Gallagher
A Million Miles Away :  Rory Gallagher
Merry Christmas, Mr Lawrence :  Xuefei Yang
Merry Christmas Mr. Lawrence / Ryuichi Sakamoto - From Ryuichi Sakamoto: Playing the Piano 2022 :  commmons
Watashitachi o Shinjite Ite :  Cindy - Topic
casiopea vs tsquare - fightman :  KyungDong Lee
Ginger Root - &quot;Nisemono&quot; (Official Music Video) :  Ginger Root
Jimi Hendrix - Hear My Train A Comin' (Official Lyric Video) :  Jimi Hendrix
Dreamcatcher(드림캐쳐) 'Eclipse' MV :  Dreamcatcher official
Stockholm Sweetnin' (with Swedish All Stars) (Remastered) :  Clifford Brown - Topic
But Not For Me (Instrumental) :  Chet Baker
NDGGA :  meenoi - Topic
Clara-Jumi Kang: Paganini, La Campanella (Arr. Kreisler) (Encore 2/3) :  CJK Archive
Chloe Chua - Allegro-Capriccio from Locatelli's Harmonic Labyrinth :  Singapore Symphony
【 BLU-SWING / 満ちていく体温 】LIVE at HARAJUKU QUEST HALL :  selectiverecords81
마치-meenoi M/V :  MEENOI
Smooth (Outro) :  meenoi - Topic
Hurt :  NewJeans
[4K] NewJeans - “Hurt” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
The Roots feat. Bilal: NPR Music Tiny Desk Concert :  NPR Music
The BBQ Song - Rhett &amp; Link :  Rhett &amp; Link
Newjeans(뉴진스) 하니 X Colde(콜드) - '와르르♥' | Newjeans HANNI X Colde - 'WA-R-R' :  RYAN
[Leemujin Service] EP.46 NewJeans HANNI | OMG, Just A Feeling, wa-r-r, Lucky :  KBS Kpop
TATSURO YAMASHITA「SPARKLE」Music Video (2023) :  TATSURO YAMASHITA RCA/AIR Official YouTube Channel
TATSURO YAMASHITA「LOVELAND,ISLAND」Special Clip (2002) :  TATSURO YAMASHITA RCA/AIR Official YouTube Channel
The Legend of Zelda: Breath of the Wild - Theme (SoundTrack) :  Periódico de Hyrule
Dobie Gray - Drift Away (Original Official Video) :  jeffreychristIsAlive
Dancing in the Moonlight (Original Recording) - King Harvest :  KingHarvestMusic
Blue Flame (2023 Ver.) :  LE SSERAFIM
No-Return (Into the unknown) :  LE SSERAFIM
피어나 (Between you, me and the lamppost) :  LE SSERAFIM
Flash Forward :  LE SSERAFIM
Fire in the belly :  LE SSERAFIM
THE JAZZ AVENGERS「Unite」（Official Music Video） :  airgroove
Animal Crossing: New Horizons - Theme Song Performance - Nintendo Switch :  Nintendo of America
Splatoon 3 – Squid Sisters – Wave Goodbye [In the Studio] – Nintendo Switch :  Nintendo of America
Tank! :  Seatbelts - Topic
Werehog Battle Theme - Sonic Unleashed [OST] :  DeoxysPrime
GOT THE THRILLS :  TWICE
Tears of the Kingdom Main Theme 8-bit - The Legend of Zelda :  Loeder
Hare Hare :  TWICE
Cody・Lee(李) - Chilled Chinese Noodles with Green Onion(MusicVideo) :  Cody・Lee(李) official
MRCH Mood :  MRCH - Topic
Joe Hisaishi - A Town with an Ocean View :  Joe Hisaishi Official
Cupid cover :  Sung Lee
Always cover :  Sung Lee
[MV] LEE MU JIN(이무진) _ Ordinary Confession(잠깐 시간 될까) :  1theK (원더케이)
Cupid (Twin Ver.)   - LIVE IN STUDIO  |  FIFTY FIFTY (피프티피프티) :  FIFTY FIFTY Official
' B-SIDE (OT4) ' - LIVE IN STUDIO (Prod. SIAHN) | FIFTY FIFTY (피프티피프티) :  FIFTY FIFTY Official
Laufey &amp; the Iceland Symphony Orchestra - Valentine (Live at The Symphony) :  Laufey
Dreamcatcher(드림캐쳐) 'BONVOYAGE' MV :  Dreamcatcher official
【imase】NIGHT DANCER（Official Audio） :  imase
BEHIND THE MASK :  TWICE
'최초 공개' 드림캐쳐 - BONVOYAGE #엠카운트다운 EP.798 | Mnet 230525 방송 :  Mnet K-POP
Johnny B. Goode :  Chuck Berry
Little Richard - Tutti Frutti :  Darwinner
GANADARA Jay Park (feat. IU) cover :  Sung Lee
Art Tatum -- Someone to Watch Over Me :  eccentricXXX
HOW HIGH THE MOON   LES PAUL   MARY FORD   1951 :  Sunday Funnies
